Vehicle_ID,Mileage_km,Fuel_Consumption_L_per_100km,Engine_Hours,Number_of_Trips,Engine_Temperature_C,Tire_Pressure_PSI,Battery_Voltage_V,Oil_Level_L,Vibration_Units,Noise_Level_dB,Breakdown_Incidents,Part_Replacements,Service_History,MaintenanceRequired
V09462,126817,11.29,3095,1069,94,22.7,10.9,3.65,7.71,60,2,7,3,1
V09463,63692,16.25,7361,1306,96,34.2,13.5,4.04,8.13,81,3,4,2,1
V09464,292693,13.54,2594,1844,105,29.6,10.8,2.43,4.7,50,1,6,1,1
V09465,63811,10.24,8021,393,98,25.1,14.4,2.86,3.99,91,1,1,1,1
V09466,282633,14.01,1396,999,110,24.6,12.1,4.39,3.42,54,0,5,4,0
V09467,108674,14.4,3060,1285,97,29.1,14.9,4.03,2.45,52,2,9,3,0
V09468,131871,16.16,5411,2469,101,44.4,10.5,3.76,5.25,60,4,0,1,0
V09469,110134,6.29,3048,1884,85,23.6,10.7,2.8,0.09,54,1,1,5,1
V09470,178081,14.34,8110,1975,93,37.3,14.9,4.27,9.41,77,3,0,4,1
V09471,153650,6.17,7733,2480,117,36.5,12.8,1.68,8.39,55,4,8,3,0
V09472,213569,13.03,4519,1930,114,30.6,10.6,2.72,2.04,68,0,8,4,0
V09473,59216,11.49,10551,2156,104,37.9,14.3,1.02,6.96,59,2,6,0,0
V09474,61715,10.83,11852,1620,75,38.4,11.6,4.03,9.71,66,1,0,2,1
V09475,187496,8.76,2479,946,107,33.1,14.4,4.77,9.8,97,2,4,3,0
V09476,286950,6.28,8489,1045,91,44.2,10.1,3.44,8.97,92,3,6,3,1
V09477,56504,13.86,3668,508,83,44.0,13.8,1.68,9.62,78,2,3,4,1
V09478,186156,17.35,3004,1185,106,21.9,14.7,1.4,1.46,62,2,7,1,0
V09479,154854,14.78,10868,517,72,39.8,12.9,2.84,3.56,77,0,7,2,0
V09480,268488,15.48,2249,225,87,23.3,12.1,2.18,8.88,86,3,4,3,1
V09481,78327,13.4,9341,1818,89,37.9,15.0,4.58,3.58,69,4,8,0,0
V09482,189716,10.48,3087,2369,90,43.4,11.1,1.46,6.28,92,4,1,2,0
V09483,291322,17.18,8136,2164,98,31.2,11.6,4.26,8.32,82,1,5,0,1
V09484,281486,10.27,610,555,102,42.5,12.6,3.32,2.91,79,4,0,2,0
V09485,277564,11.97,3558,2287,100,26.4,13.7,2.26,3.77,94,2,9,2,1
V09486,243475,13.14,1516,1256,107,25.3,13.7,3.15,8.9,93,4,3,0,0
V09487,267061,16.78,3083,2001,78,35.0,12.3,1.76,5.79,85,3,5,1,1
V09488,121293,12.93,674,1548,75,23.8,10.5,1.31,3.27,53,1,1,5,0
V09489,138832,13.77,1484,2017,87,41.4,13.2,4.73,3.53,74,1,5,0,0
V09490,52465,13.34,4583,2335,90,29.6,14.4,2.03,0.73,57,0,0,1,0
V09491,67498,10.25,1166,1193,109,38.6,10.6,1.3,1.94,53,4,2,0,0
V09492,202694,16.74,7766,1416,110,40.6,13.4,3.18,1.83,88,1,0,1,1
V09493,71930,7.69,6031,2377,95,31.4,14.4,3.05,7.2,97,3,2,3,1
V09494,91738,11.91,5091,2123,72,26.7,13.0,3.98,3.11,73,2,7,2,1
V09495,184241,14.37,3033,1085,92,33.6,13.6,1.12,3.92,69,1,6,2,0
V09496,165370,10.41,11350,267,77,38.7,12.9,3.57,5.04,87,1,3,2,0
V09497,197972,9.16,1127,695,82,40.5,13.9,1.37,1.56,63,0,7,4,0
V09498,164632,15.54,2020,843,88,38.4,12.7,4.29,6.1,71,1,9,3,0
V09499,58158,10.98,7237,184,101,34.4,10.8,3.0,2.64,61,2,6,0,0
V09500,137307,11.74,4045,1356,80,21.3,12.5,3.4,1.53,78,3,8,1,0
V09501,205807,9.36,6632,2042,107,43.9,13.4,2.87,8.96,96,1,2,1,1
V09502,292299,17.11,2546,1031,71,30.0,12.3,2.73,4.2,54,4,8,2,0
V09503,115451,13.01,1528,1985,109,32.8,11.1,1.04,7.21,61,2,0,4,1
V09504,191096,9.36,5417,592,118,27.1,10.2,3.54,8.86,56,3,8,4,1
V09505,58718,17.3,11025,305,108,42.0,14.8,4.7,2.5,94,0,9,0,0
V09506,276268,14.74,8165,1956,107,27.9,12.3,3.64,2.67,56,1,0,1,0
V09507,202429,15.56,1145,215,70,38.5,10.8,4.15,6.38,57,1,7,1,1
V09508,244706,7.26,5200,1326,114,42.8,14.6,1.78,1.94,92,4,4,2,1
V09509,96625,10.96,9768,1059,102,25.6,11.7,2.79,6.64,80,4,6,4,1
V09510,89509,8.78,11431,2430,117,42.6,14.5,3.3,2.37,61,1,0,1,1
V09511,263159,15.39,8771,1577,88,21.8,14.4,1.32,8.19,64,1,8,0,1
V09512,245204,15.64,5659,1644,92,45.0,11.8,1.4,9.86,69,0,4,0,0
V09513,247487,6.23,10396,2300,85,22.0,11.8,3.74,1.68,62,4,9,4,1
V09514,208081,13.42,5740,533,79,26.0,14.4,3.13,9.47,57,4,4,4,1
V09515,223729,8.76,4735,1708,117,24.7,10.2,3.21,7.0,96,2,3,0,1
V09516,204558,11.19,2287,195,110,38.5,10.4,4.88,1.59,99,2,2,1,1
V09517,283939,17.85,8304,1073,97,43.8,11.4,3.47,8.17,52,4,1,5,1
V09518,219784,6.05,11817,148,98,42.7,11.1,2.78,0.6,85,4,9,3,1
V09519,103487,8.48,7993,348,98,22.1,12.6,2.95,1.16,62,4,5,1,0
V09520,114806,14.82,2473,92,70,33.8,13.7,1.18,0.44,62,3,5,5,0
V09521,204628,9.54,7791,1180,110,32.4,13.7,4.32,9.64,74,2,1,5,0
V09522,57516,13.82,949,1197,72,42.9,13.1,2.59,7.54,68,1,0,2,0
V09523,181503,11.58,4333,1552,90,30.6,11.0,4.19,9.58,75,4,0,5,1
V09524,140712,12.15,1955,2013,75,32.1,10.5,3.71,5.08,57,3,6,4,0
V09525,293187,12.5,9369,2146,92,21.3,11.1,2.41,8.44,83,3,9,1,1
V09526,134575,6.81,11007,144,114,28.6,14.7,4.91,2.45,83,3,5,0,0
V09527,148914,16.52,8800,311,106,40.1,11.4,4.97,1.68,77,3,1,1,1
V09528,246700,6.62,5774,272,90,41.2,13.6,4.69,2.45,89,4,0,3,0
V09529,299330,9.6,5896,934,71,25.2,10.0,4.3,7.76,53,2,2,1,1
V09530,58253,6.55,1330,520,117,32.5,12.3,3.91,8.62,69,1,5,3,0
V09531,272130,11.46,8636,1163,76,43.1,12.4,1.34,9.78,71,3,4,3,1
V09532,176699,14.0,3333,2043,91,38.6,12.2,2.96,8.66,67,2,7,3,0
V09533,218847,10.28,1703,2422,110,40.2,13.0,1.12,3.45,83,2,3,1,1
V09534,164315,15.5,5824,947,83,21.5,12.2,1.79,5.78,82,4,2,3,1
V09535,231045,12.81,9905,1457,74,42.0,13.7,3.33,9.5,56,3,0,2,1
V09536,148429,9.87,8181,1830,103,25.9,11.6,3.77,0.31,84,2,1,4,1
V09537,230594,8.31,5857,126,96,32.8,12.4,3.13,5.91,57,3,2,2,0
V09538,103927,12.22,4044,2441,114,42.1,12.4,1.62,3.27,88,0,9,1,1
V09539,162903,15.94,2420,1284,105,23.1,12.5,3.88,0.62,64,2,3,0,0
V09540,63322,7.68,2153,1701,117,39.5,11.8,4.19,0.98,91,4,3,2,0
V09541,184605,11.75,4189,280,89,34.5,12.8,1.08,4.56,60,1,6,1,0
V09542,163898,15.56,5078,928,70,39.5,10.9,1.98,2.31,78,4,3,0,1
V09543,63349,8.1,4155,1479,118,32.6,12.8,4.31,2.91,86,1,2,5,0
V09544,262181,13.99,4145,371,114,21.9,13.0,1.27,4.82,52,1,6,2,1
V09545,217416,8.67,6150,2059,83,34.9,12.6,3.26,9.6,82,2,6,1,1
V09546,278601,9.6,3357,608,71,33.8,12.2,2.69,9.15,56,3,2,4,0
V09547,196408,10.73,3892,92,85,29.2,13.6,4.91,8.63,95,2,2,3,0
V09548,153213,17.44,4028,264,113,41.4,11.5,3.36,7.79,76,4,4,3,1
V09549,124434,12.86,8447,645,106,39.9,12.3,3.35,4.45,61,0,9,0,0
V09550,71543,6.58,1254,1918,103,20.6,12.4,2.6,0.38,51,1,8,5,0
V09551,191846,14.93,7963,1186,117,20.2,13.0,4.91,1.72,99,2,9,2,1
V09552,269876,15.71,4169,2014,81,27.8,11.0,2.7,0.61,97,4,9,2,0
V09553,118142,15.04,7754,423,117,32.5,12.3,4.85,3.56,85,4,0,2,1
V09554,240848,10.78,4989,401,104,33.4,10.8,4.24,3.23,83,0,4,5,0
V09555,195823,6.22,2204,406,70,39.1,11.6,4.38,3.69,80,4,9,0,0
V09556,182254,7.67,7438,1418,112,42.4,12.3,1.7,7.2,67,1,2,4,0
V09557,67669,10.88,5295,2173,90,27.0,12.5,4.15,8.34,58,1,7,5,1
V09558,296981,6.83,3642,878,90,27.5,12.4,4.69,7.86,84,4,6,4,1
V09559,253723,12.39,8979,1673,74,42.5,14.3,1.78,3.26,69,3,3,3,1
V09560,247398,17.43,906,2194,119,36.1,14.5,3.33,4.46,82,1,2,2,1
V09561,131182,9.17,7478,160,108,22.1,14.8,1.57,4.77,79,1,2,5,1
V09562,273575,12.48,6332,465,93,24.4,10.7,3.19,2.39,93,3,3,5,1
V09563,259786,14.81,4078,2468,89,33.3,10.5,4.04,7.76,92,0,1,5,1
V09564,105607,15.36,10076,184,103,30.1,14.4,2.16,0.32,96,3,4,1,0
V09565,113281,11.99,2102,410,111,24.7,10.5,4.8,2.97,60,4,0,2,1
V09566,228603,10.98,2292,1952,101,32.2,10.4,1.24,8.25,91,1,0,4,1
V09567,149365,9.66,6098,2494,104,38.5,14.5,2.94,6.3,87,4,4,5,0
V09568,122359,6.86,8972,1459,107,25.8,14.8,2.36,7.26,52,1,9,1,1
V09569,229839,9.76,999,845,88,29.3,14.8,3.54,8.49,94,2,9,2,1
V09570,209057,17.02,6565,1674,102,41.5,10.1,1.82,8.12,74,3,4,5,1
V09571,81987,9.33,573,1933,86,27.5,12.2,2.37,7.35,61,1,6,2,1
V09572,178488,17.54,2663,1663,81,29.4,13.1,1.6,1.9,79,3,3,5,0
V09573,232324,6.43,5284,1113,112,24.5,14.8,2.86,8.56,86,2,9,3,1
V09574,122765,8.56,1858,1312,81,28.6,10.4,4.79,4.63,59,3,1,0,0
V09575,294132,15.25,9302,375,96,22.5,12.6,1.09,8.55,60,4,4,3,0
V09576,81173,6.37,566,290,104,41.8,11.8,2.53,4.03,81,4,4,3,0
V09577,286666,7.52,8400,1764,95,37.5,11.2,3.85,4.76,73,3,6,0,0
V09578,174945,15.41,11009,2457,108,26.7,12.7,1.75,7.77,52,2,8,3,1
V09579,81601,15.65,3533,485,112,23.3,15.0,1.1,4.6,99,0,5,2,1
V09580,156824,9.88,8298,2153,85,38.0,13.6,3.79,7.23,74,1,4,2,1
V09581,167110,6.6,11047,1389,81,21.4,10.0,1.97,4.89,90,2,9,3,1
V09582,215345,9.86,8314,1257,101,28.7,10.3,1.34,7.06,77,4,8,3,1
V09583,104191,10.75,1599,845,107,21.3,14.7,4.16,7.62,58,1,3,5,0
V09584,199160,12.91,7640,1657,77,22.6,11.2,3.31,1.52,87,2,4,2,0
V09585,133672,7.29,5573,1785,111,25.8,10.3,4.61,7.34,83,4,3,5,0
V09586,193382,16.51,9272,1491,72,39.7,10.2,1.34,9.08,66,0,0,2,1
V09587,108855,16.38,9024,2176,106,25.7,10.9,4.75,9.69,65,1,9,0,1
V09588,68019,9.07,5407,219,76,42.8,11.5,3.4,7.77,85,3,2,5,1
V09589,108458,6.4,10213,1336,106,39.1,12.6,2.63,0.54,97,1,5,5,0
V09590,221034,17.64,896,1994,78,27.7,14.0,1.8,1.76,79,0,8,4,1
V09591,132351,15.03,4059,1999,94,20.5,10.1,4.8,1.84,81,3,9,4,1
V09592,235404,13.32,1382,1372,110,21.9,14.9,3.65,2.39,98,0,5,2,0
V09593,296564,6.54,2908,496,95,23.9,12.3,1.79,6.72,56,0,7,1,1
V09594,179437,13.64,3154,2240,89,33.2,13.3,1.06,8.46,95,3,9,3,0
V09595,243006,12.52,5891,2345,88,24.5,12.3,3.57,1.31,82,1,9,2,1
V09596,69638,8.42,7393,1070,87,40.0,10.8,3.12,3.19,75,3,1,5,0
V09597,220402,14.48,1916,1895,73,21.1,11.4,1.53,3.4,96,4,6,5,1
V09598,178998,9.19,2983,1086,84,24.7,10.8,1.63,3.43,75,3,3,5,1
V09599,261419,10.62,2433,420,76,24.3,10.4,4.56,0.27,66,3,1,0,1
V09600,255496,12.4,2051,1302,97,21.8,12.5,2.96,7.88,59,0,5,4,1
V09601,228566,6.03,9884,1357,91,30.0,15.0,2.39,9.46,84,1,6,3,0
V09602,273561,12.84,6595,1259,99,40.9,11.2,1.11,1.67,95,3,4,4,0
V09603,273766,6.7,9373,295,89,30.0,14.7,1.0,9.9,89,4,6,0,1
V09604,147853,11.27,3698,387,94,25.3,10.6,1.37,0.41,82,3,2,0,1
V09605,92973,17.67,1941,1633,87,23.8,13.6,2.96,7.05,93,3,2,4,0
V09606,218638,10.55,2187,1718,114,25.6,11.6,2.38,7.38,57,1,9,5,0
V09607,204623,7.65,4668,946,107,25.2,11.8,1.63,4.44,54,4,6,4,1
V09608,50952,6.39,3284,1006,79,41.5,13.5,1.36,9.35,71,1,2,1,1
V09609,139263,17.3,3746,246,87,25.6,14.9,3.81,1.54,51,0,7,5,0
V09610,58199,17.24,6448,1987,101,32.3,13.6,3.87,5.88,66,2,1,5,0
V09611,219597,11.2,5476,1147,112,27.9,14.7,3.9,0.71,62,2,1,2,1
V09612,105333,14.36,7929,178,106,33.5,11.9,2.63,2.06,97,4,9,4,0
V09613,144648,13.42,5256,833,99,29.8,13.8,3.92,0.54,98,4,2,4,0
V09614,278749,6.4,7028,956,84,30.1,13.6,3.11,4.14,67,3,9,0,0
V09615,65416,9.79,11407,201,88,43.4,13.2,1.95,3.72,79,4,0,5,1
V09616,210709,6.99,8967,1626,115,28.0,10.7,4.03,5.5,52,2,6,5,1
V09617,161465,6.41,6951,1753,115,24.3,10.6,1.26,8.84,57,4,1,5,1
V09618,299249,17.47,3296,477,102,33.5,10.2,1.99,2.03,64,1,3,5,1
V09619,270366,13.23,2791,1172,104,29.9,10.9,1.27,8.09,87,3,5,3,1
V09620,56082,13.07,2036,81,81,34.5,10.6,4.78,9.08,92,1,0,1,0
V09621,123905,6.43,1922,1732,114,27.9,13.9,3.94,0.74,60,0,9,2,1
V09622,87739,13.52,9910,684,111,20.9,14.9,4.33,9.24,72,1,7,2,1
V09623,167060,15.54,10063,1662,105,34.8,14.3,1.66,4.6,95,0,9,1,1
V09624,283811,8.66,9929,904,78,30.7,11.2,3.15,5.38,63,4,1,0,1
V09625,249257,7.96,9656,317,80,38.5,13.9,3.99,6.67,58,4,9,2,0
V09626,128249,10.87,5073,1996,98,21.2,13.8,1.75,5.43,89,4,0,2,1
V09627,160366,13.7,4800,398,102,38.9,13.1,2.45,2.77,59,1,1,5,0
V09628,136799,10.27,3649,356,107,42.5,11.3,2.81,7.9,66,4,6,3,1
V09629,97438,7.84,8601,1545,112,22.2,14.0,4.03,2.3,65,3,5,1,1
V09630,209397,15.18,3015,1751,87,40.4,10.6,4.29,6.22,56,0,2,0,1
V09631,172108,7.12,3406,1505,113,33.4,10.9,4.73,2.1,84,1,6,5,0
V09632,258418,6.82,4265,987,73,20.6,14.7,4.07,7.98,50,3,2,0,0
V09633,207195,14.78,7203,878,102,42.5,12.9,1.18,8.03,60,3,9,2,0
V09634,265452,9.51,5848,147,106,20.2,10.1,4.36,9.7,68,0,8,4,1
V09635,285154,6.23,6389,1810,111,23.0,13.8,4.02,0.71,84,4,4,1,1
V09636,105270,15.84,1875,2138,76,41.0,15.0,1.43,9.47,73,3,1,3,0
V09637,129150,17.89,9038,1477,100,24.5,11.5,2.61,0.89,73,3,6,2,0
V09638,181969,17.02,6436,1541,72,25.1,14.9,1.77,9.58,81,3,8,2,1
V09639,234561,7.81,3636,1738,79,35.3,12.1,4.1,8.76,52,3,3,2,1
V09640,106825,12.89,2915,1715,108,21.0,12.1,3.43,2.44,85,0,9,4,1
V09641,215508,6.87,5889,463,102,20.1,10.4,2.26,6.82,77,2,1,4,1
V09642,152182,17.79,7144,1469,104,32.3,11.4,1.61,4.0,55,1,4,4,1
V09643,68050,8.91,8460,1545,99,22.0,10.0,3.99,1.89,84,3,9,4,0
V09644,96142,8.35,665,376,99,41.0,11.9,4.06,9.69,98,4,2,5,0
V09645,159145,14.88,7222,2165,110,41.2,12.3,2.56,8.48,61,3,1,3,1
V09646,153719,9.44,3687,1898,115,24.2,11.5,4.02,3.1,52,0,5,5,1
V09647,63073,6.42,10606,2447,79,26.8,13.2,4.66,0.67,82,4,5,5,1
V09648,246623,16.55,5497,1879,95,35.7,11.7,1.97,6.39,52,2,5,1,1
V09649,84686,6.36,6490,1124,85,37.1,12.3,2.05,3.76,76,0,3,5,0
V09650,98916,9.67,1097,1049,110,38.7,10.4,3.18,9.25,79,4,9,3,0
V09651,116235,10.41,6270,1006,99,20.2,14.9,4.08,3.94,80,1,3,4,0
V09652,149586,14.97,1862,955,111,34.7,11.7,4.82,0.34,99,4,4,4,0
V09653,183628,6.25,5333,2271,75,41.9,11.7,1.76,9.65,96,3,8,1,0
V09654,179647,15.74,7530,174,76,23.7,11.0,4.16,6.2,94,4,8,1,0
V09655,216669,13.19,8014,210,76,21.9,11.1,4.94,9.33,96,0,5,1,1
V09656,130745,15.03,9446,1243,118,43.3,10.8,3.92,0.21,80,3,2,5,1
V09657,245773,17.4,10137,2134,70,39.7,12.5,2.24,1.49,70,1,6,0,0
V09658,61099,13.03,6645,408,98,32.5,13.0,4.63,8.9,63,3,1,1,0
V09659,252542,9.58,1710,2195,82,34.6,12.9,3.59,1.65,61,3,7,1,0
V09660,91504,13.47,11891,2047,97,41.2,12.9,1.26,7.01,52,2,8,2,1
V09661,146322,10.48,6044,2374,96,30.7,10.5,3.59,4.93,90,0,0,2,0
V09662,66037,12.5,7966,1353,110,26.1,13.9,3.11,4.29,52,2,8,4,0
V09663,200792,9.34,557,876,119,30.1,14.0,3.01,8.41,63,4,1,1,1
V09664,196527,8.8,10310,660,94,44.4,10.4,4.35,0.89,65,2,3,2,1
V09665,157777,11.02,7382,1427,95,44.4,12.4,1.26,6.95,86,4,5,3,0
V09666,192578,13.12,1016,1207,97,26.2,14.1,3.71,1.93,62,4,8,3,0
V09667,259228,13.3,7892,907,94,27.5,10.0,3.94,6.64,71,2,1,1,1
V09668,222394,16.24,2632,662,74,24.1,12.2,4.43,7.62,59,0,1,5,0
V09669,272069,9.42,3762,1853,72,25.0,15.0,2.49,1.95,72,2,1,2,1
V09670,299091,13.93,10008,522,108,34.3,10.1,3.75,3.85,82,1,8,1,1
V09671,198297,8.2,11886,333,105,35.7,12.5,1.93,6.52,53,4,8,4,0
V09672,92007,6.38,4283,2049,114,24.8,14.0,4.34,7.63,51,0,2,3,0
V09673,71322,7.4,6710,2389,115,36.5,13.9,1.69,9.18,96,4,8,5,1
V09674,94479,14.66,10231,334,89,42.5,14.9,3.37,3.43,96,2,9,1,1
V09675,91060,10.52,2154,2444,106,34.4,14.4,1.01,9.31,67,4,7,4,0
V09676,78728,10.55,11572,273,114,22.3,10.7,2.01,7.74,63,1,1,0,1
V09677,100708,7.6,2415,2313,78,30.0,11.2,3.31,5.26,50,0,6,2,0
V09678,187147,10.05,866,1740,101,22.6,13.2,4.31,7.25,67,4,3,0,1
V09679,253376,16.73,3882,217,114,27.5,13.3,3.8,0.33,64,3,3,5,0
V09680,63093,12.57,7678,454,97,35.2,12.7,2.17,2.53,84,4,2,2,0
V09681,290121,10.44,897,548,116,28.5,11.3,4.71,0.32,96,0,2,0,1
V09682,282503,14.24,1812,2209,102,26.3,12.7,4.66,0.12,94,3,6,2,1
V09683,107910,15.36,856,2428,108,39.2,12.4,4.11,5.94,56,3,9,3,0
V09684,266864,7.76,8292,2334,89,39.2,11.6,1.56,2.57,99,1,7,1,1
V09685,251991,17.19,8765,835,116,34.6,11.5,2.45,6.56,84,1,9,4,1
V09686,174293,11.78,5812,1377,115,30.5,13.8,2.12,8.66,69,3,4,1,1
V09687,103854,8.04,8380,294,84,28.1,11.1,2.91,0.86,59,1,9,3,0
V09688,153062,16.58,7626,2162,75,24.0,14.4,4.16,2.0,70,2,4,0,1
V09689,201879,10.47,11251,2265,70,28.6,10.6,5.0,0.91,67,3,3,1,1
V09690,78714,7.02,4124,395,99,32.4,14.4,4.71,5.65,78,2,4,0,0
V09691,168142,14.44,10982,1134,73,35.9,14.9,3.34,0.64,61,1,5,4,0
V09692,259418,15.78,1406,154,80,37.8,14.9,2.78,1.46,55,3,4,2,0
V09693,297547,6.35,7406,887,87,44.1,14.9,4.0,2.44,61,1,4,5,1
V09694,242113,13.64,8681,115,106,37.5,14.6,1.49,9.56,61,2,4,2,0
V09695,207624,9.6,10823,955,98,41.6,12.4,4.22,8.77,71,1,6,3,0
V09696,284854,13.99,11723,1648,80,33.5,13.3,3.95,6.0,86,4,8,1,1
V09697,208645,15.06,6390,1378,70,27.1,14.0,4.0,8.39,91,0,5,1,1
V09698,148163,9.97,9890,964,74,31.6,11.4,1.63,3.83,98,4,6,4,0
V09699,254704,9.8,2248,1421,88,41.0,11.9,1.57,8.95,50,0,6,5,0
V09700,165365,9.45,7369,521,80,31.1,12.1,2.37,0.39,56,4,5,0,0
V09701,210203,6.5,5036,2068,83,28.3,14.4,4.87,9.91,68,0,9,0,1
V09702,50271,13.19,8905,1840,87,36.5,14.8,4.73,5.37,67,3,5,0,0
V09703,168113,8.65,3393,2338,104,38.9,10.1,3.77,3.87,80,2,5,2,0
V09704,98464,9.89,11171,260,95,21.0,12.1,4.51,0.16,92,1,7,4,1
V09705,104893,15.15,3633,696,81,32.1,11.0,2.7,1.71,50,0,3,3,0
V09706,207364,9.62,7032,593,80,42.6,14.1,4.97,3.87,56,4,2,0,1
V09707,146369,12.31,4067,1451,98,32.9,14.6,2.92,5.14,80,0,3,1,0
V09708,98764,15.89,6257,1097,115,44.1,10.6,3.58,6.57,94,4,9,2,1
V09709,207526,6.54,2914,478,97,35.7,13.4,2.22,4.72,71,4,5,1,0
V09710,120495,8.05,11413,1008,95,29.0,11.2,4.97,0.61,77,4,4,2,0
V09711,209853,6.78,11731,911,88,29.9,14.6,2.68,8.27,69,4,5,3,1
V09712,143193,6.9,2087,672,91,24.6,13.5,2.81,7.84,73,1,6,2,0
V09713,192926,16.05,6353,247,101,38.1,12.8,3.07,5.98,78,2,1,3,0
V09714,278484,15.55,7191,2432,83,43.9,12.0,1.17,5.92,50,2,0,3,1
V09715,149611,7.13,2680,123,108,34.2,14.7,4.82,1.49,78,2,9,0,0
V09716,296740,17.61,9715,1690,119,28.5,13.5,2.51,9.17,80,0,7,2,1
V09717,140542,13.55,9505,1882,104,41.2,10.1,2.98,8.37,71,3,8,1,1
V09718,125098,10.47,9566,1238,90,37.1,12.7,2.59,5.72,90,1,7,5,0
V09719,260747,6.31,1033,2015,78,22.8,12.4,4.03,8.77,61,4,2,2,1
V09720,91524,7.99,6721,1855,94,25.2,13.6,4.38,6.5,58,2,4,1,0
V09721,200355,16.39,2456,430,98,30.7,11.3,2.72,9.39,84,1,5,4,0
V09722,129854,14.59,3304,997,90,41.0,12.0,4.05,7.08,75,1,9,4,0
V09723,135112,8.7,2195,818,87,24.8,13.6,4.32,2.68,68,4,2,5,0
V09724,218215,17.07,8009,2163,80,22.8,13.7,4.94,9.04,58,4,3,1,1
V09725,65174,11.33,4454,1907,102,39.9,14.7,3.44,0.98,96,2,3,5,0
V09726,228394,15.32,11930,1346,89,39.2,12.7,2.44,8.69,85,4,0,4,1
V09727,52047,12.24,8354,2337,80,41.4,11.5,2.83,9.79,76,2,1,5,1
V09728,170684,6.62,3696,1462,84,40.3,13.6,2.58,0.15,80,0,9,0,0
V09729,223121,10.49,1733,1666,83,24.9,10.8,1.76,3.92,78,0,6,2,1
V09730,100190,11.01,701,1354,72,33.9,14.8,3.52,3.01,99,3,7,2,0
V09731,80668,14.64,10706,2259,108,22.1,10.9,4.7,4.35,65,1,8,1,1
V09732,259914,12.89,6063,2413,118,20.3,14.6,3.5,0.07,77,3,8,2,0
V09733,140819,13.35,6452,1485,70,37.3,10.3,2.77,4.11,59,2,6,5,0
V09734,93478,14.69,6514,1787,75,38.4,10.9,2.99,1.25,76,1,4,4,0
V09735,162229,7.97,6689,1355,90,39.4,14.4,4.13,0.32,94,3,0,2,0
V09736,218099,8.25,3263,2043,97,35.2,13.9,1.67,9.78,71,4,5,4,1
V09737,84555,15.65,10426,2003,104,41.6,11.2,1.12,9.85,68,1,9,2,0
V09738,194507,8.66,9704,2308,115,27.7,11.2,3.53,2.9,80,0,4,4,0
V09739,57999,11.83,11563,1477,98,41.5,10.3,1.34,6.05,62,4,9,5,1
V09740,287627,14.58,11462,1982,102,33.6,12.7,3.48,5.83,50,1,2,1,1
V09741,224404,12.87,7733,233,91,37.5,14.7,3.54,7.07,92,1,9,5,1
V09742,159929,9.59,6505,1095,102,26.0,11.8,1.09,0.35,93,3,1,4,0
V09743,264825,9.59,2458,1995,75,20.3,10.2,1.35,1.76,71,1,8,2,1
V09744,184653,9.81,4625,1157,106,38.2,12.8,1.31,5.93,96,2,5,1,0
V09745,147685,17.47,10359,2330,118,28.0,10.9,2.59,2.25,71,3,7,2,1
V09746,222364,9.48,1821,1977,92,24.3,13.7,2.92,9.11,87,2,5,1,1
V09747,56662,10.13,10598,651,107,42.5,13.5,3.77,4.04,73,3,8,1,0
V09748,245038,17.3,7057,1557,75,34.4,10.4,4.12,1.29,99,3,3,3,1
V09749,105388,7.95,802,429,96,40.6,13.7,2.65,6.75,80,1,7,5,0
V09750,164511,11.96,5224,2426,74,32.3,12.4,1.49,3.78,72,0,9,1,0
V09751,126916,9.01,3203,1349,83,23.0,12.6,4.52,4.5,74,0,8,1,0
V09752,271676,7.74,871,116,86,23.6,13.3,2.43,3.96,71,2,6,4,0
V09753,217587,10.61,1419,2295,104,42.0,11.9,4.07,8.95,63,0,7,4,1
V09754,203688,11.4,4891,842,102,40.5,13.5,2.15,6.08,90,0,3,3,1
V09755,265178,16.05,898,228,112,23.1,12.6,2.64,1.66,58,1,0,3,1
V09756,244536,10.86,5289,423,118,37.8,12.4,2.15,7.49,92,1,7,5,1
V09757,233919,11.75,5960,1932,87,31.3,11.3,4.44,5.1,74,4,7,1,1
V09758,191752,17.99,6454,777,78,28.6,14.9,3.08,1.11,88,3,6,4,0
V09759,162680,8.57,2677,512,80,36.9,11.3,3.46,7.2,72,4,5,1,0
V09760,261349,13.05,4462,2261,95,20.2,12.9,1.7,8.21,99,0,6,5,1
V09761,54199,7.95,11211,1975,92,32.3,11.9,1.41,4.64,68,3,3,0,1
V09762,208678,7.53,8701,1984,75,39.3,14.3,2.14,2.54,61,3,0,2,1
V09763,98797,16.74,8490,1389,82,21.4,10.2,2.03,7.9,88,1,3,5,1
V09764,269639,11.63,10614,1095,104,24.6,11.1,4.34,6.64,76,2,0,1,1
V09765,253873,6.83,7951,2027,113,22.2,13.1,2.65,1.43,86,0,0,1,1
V09766,91316,16.65,7472,1505,81,24.1,12.0,4.16,9.44,60,2,0,5,0
V09767,221158,12.24,1807,1188,97,32.9,11.9,1.73,1.85,71,4,5,4,0
V09768,197308,16.78,11595,1263,113,30.0,11.4,2.04,2.77,72,2,2,1,0
V09769,115746,15.89,11171,480,72,27.8,12.5,2.03,0.29,59,3,6,1,0
V09770,133108,13.89,11536,1364,95,38.2,15.0,3.61,4.31,64,4,2,5,0
V09771,104083,7.65,6583,1368,94,36.5,14.0,3.87,3.65,74,3,1,5,0
